SectionSource;SectionTarget;Session;Source;Student;Target
5b849ceb504146e9b2e8a9261f6e1537;1d7d5a6b311445069d3cfc4dd0821b98;51f8df4f7c041b2a61cad3ed8c579dae;Other;e184;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;8766026b2d0b9b5540b7a005863ab6cd;Signin;e184;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;8766026b2d0b9b5540b7a005863ab6cd;Video;e184;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;a9283f6cb199f7a3b6c259cf44c65409;Signin;e184;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;a9283f6cb199f7a3b6c259cf44c65409;Quiz;e184;Other
5b849ceb504146e9b2e8a9261f6e1537;1d7d5a6b311445069d3cfc4dd0821b98;8ff30bb8b9e8f9b076761bdab3b98261;Other;e185;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;4b539cba5a49380bc2c30e1ba7b123f2;Signin;e185;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;4b539cba5a49380bc2c30e1ba7b123f2;Video;e185;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;4b539cba5a49380bc2c30e1ba7b123f2;Video;e185;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;4b539cba5a49380bc2c30e1ba7b123f2;Video;e185;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;4b539cba5a49380bc2c30e1ba7b123f2;Video;e185;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;4b539cba5a49380bc2c30e1ba7b123f2;Video;e185;Video
1d7d5a6b311445069d3cfc4dd0821b98;;4b539cba5a49380bc2c30e1ba7b123f2;Video;e185;Other
;1d7d5a6b311445069d3cfc4dd0821b98;4b539cba5a49380bc2c30e1ba7b123f2;Other;e185;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;5906fd32c0bcaab6a320451720687d12;Signin;e185;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;5906fd32c0bcaab6a320451720687d12;Quiz;e185;Other
5b849ceb504146e9b2e8a9261f6e1537;1d7d5a6b311445069d3cfc4dd0821b98;ed8f79b653ea300985c513ea335fa13f;Other;e4;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;ed8f79b653ea300985c513ea335fa13f;Video;e4;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;a67ab987f313ba2ea05e038170fd624b;Signin;e4;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;a67ab987f313ba2ea05e038170fd624b;Video;e4;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;a67ab987f313ba2ea05e038170fd624b;Quiz;e4;Other
5b849ceb504146e9b2e8a9261f6e1537;1d7d5a6b311445069d3cfc4dd0821b98;ee2326eab3213cf7a42a2f5cb59eab23;Other;e188;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;ee2326eab3213cf7a42a2f5cb59eab23;Quiz;e188;Other
5b849ceb504146e9b2e8a9261f6e1537;1d7d5a6b311445069d3cfc4dd0821b98;579c3a461b64e92003ee0abc34744a82;Other;e189;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;08a4e8c38a788a79a4daed95d22f4093;Signin;e189;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;08a4e8c38a788a79a4daed95d22f4093;Video;e189;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;08a4e8c38a788a79a4daed95d22f4093;Video;e189;Quiz
